sample_index,classifier,ENC_HOMICIDIO,ENC_HURTO,ENC_FATRAPORTE_ARMAS_MUNICIONES,ENC_TRAFAPORTE_ESTUPEFACIENTES,ENC_CONCIERTO_DELINQUIR,ENC_FATRAPORTE_ARMAS_ACCESORIOS_MUNICIONES,ENC_ACTOS_SEXUALES_MENOR_14,ENC_ACC_CARNAL_14,ENC_ANNO_INGRESO,ENC_INTRAMUROS,ENC_MESES_CONDENA,ENC_RANGOS_EDAD_INPEC,ENC_GENERO,ENC_NIVEL_EDUCATIVO,ENC_REGIONAL_CENTRAL,ENC_REGIONAL_OCCIDENTE,ENC_REGIONAL_NOROESTE,ENC_REGIONAL_NORTE,ENC_REGIONAL_ORIENTE,ENC_REGIONAL_VIEJO_CALDAS,ENC_HOMICIDIO_CON,ENC_HURTO_CON,ENC_FATRAPORTE_ARMAS_MUNICIONES_CON,ENC_TRAFAPORTE_ESTUPEFACIENTES_CON,ENC_CONCIERTO_DELINQUIR_CON,ENC_FATRAPORTE_ARMAS_ACCESORIOS_MUNICIONES_CON,ENC_ACTOS_SEXUALES_MENOR_14_CON,ENC_ACC_CARNAL_14_CON,ENC_ANNO_INGRESO_CON,ENC_INTRAMUROS_CON,ENC_MESES_CONDENA_CON,ENC_RANGOS_EDAD_INPEC_CON,ENC_GENERO_CON,ENC_NIVEL_EDUCATIVO_CON,ENC_REGIONAL_CENTRAL_CON,ENC_REGIONAL_OCCIDENTE_CON,ENC_REGIONAL_NOROESTE_CON,ENC_REGIONAL_NORTE_CON,ENC_REGIONAL_ORIENTE_CON,ENC_REGIONAL_VIEJO_CALDAS_CON,distance
256,GaussianNB_BASE_LINE_VALUES,0,1,0,0,0,0,0,0,2018,1,76,1,1,5,1,0,0,0,0,0,0.973053848946019,0.7105278582478478,0.3603809464700395,0.5745012084736576,0.15368148698466344,0.16014443663763278,0.9596461855840877,0.5149852483600075,2010.014528241427,0.7506808955498186,263.67244887759273,2.4486062335800396,0.8328069778501083,4.0525116505416,0.7358850249773679,0.8552880380336567,0.46105999998481173,0.1638990325482379,0.7588389303659205,0.007998141038997209,204.9675919660069
256,GaussianNB_BASE_LINE_VALUES,0,1,0,0,0,0,0,0,2018,1,76,1,1,5,1,0,0,0,0,0,0.8404625418399212,0.5522063079927052,0.050028165210736386,0.6417964394844328,0.7050605207187264,0.7749976989850218,0.33228570958145187,0.3598087046497872,2018.248229770902,0.14661011881691832,293.0790491084191,9.635606430477814,0.1312917312053592,3.543447388113017,0.603406753957187,0.16495010147289824,0.7169749069650876,0.4510162440364264,0.01234015852272663,0.49184466316461284,235.52748886434566
256,GaussianNB_BASE_LINE_VALUES,0,1,0,0,0,0,0,0,2018,1,76,1,1,5,1,0,0,0,0,0,0.3128426385986659,0.37614715063367776,0.4748249503930905,0.7377817567040756,0.6851249224039956,0.7250115915343789,0.6955391331736986,0.658088820606275,2017.1984022915472,0.4662498563249804,529.7449966571639,3.023742326243919,0.4677202782929609,5.438341024969532,0.8376534399463633,0.27427343183057595,0.36406202690812217,0.2802172814912356,0.6630619598492536,0.9201090697979604,465.65184457492353
256,GaussianNB_BASE_LINE_VALUES,0,1,0,0,0,0,0,0,2018,1,76,1,1,5,1,0,0,0,0,0,0.8184159959124419,0.6932238638271125,0.421859885408405,0.8002815866083114,0.1628202897146035,0.6760202447068735,0.14136515297946162,0.33788600645950395,2011.5375147030877,0.5751371766646755,214.0375086306565,1.7834070774965523,0.5035113151370484,4.348096899982067,0.905757075538489,0.6874076897427723,0.1325704307675155,0.4478980440003306,0.7174598173148351,0.6353239452453237,153.23698376277633
256,GaussianNB_BASE_LINE_VALUES,0,1,0,0,0,0,0,0,2018,1,76,1,1,5,1,0,0,0,0,0,0.9954816700876051,0.6833601356064068,0.38643331449529317,0.030649464188171605,0.8410709811169651,0.19784720804370381,0.3930937713043162,0.541000200092299,2015.907858181192,0.9924164046181183,93.30951259995139,3.1056276208074913,0.11589589491755414,5.730448193117299,0.1274367708811842,0.08556239651028186,0.7361530544484061,0.8461935518771463,0.6943523920768389,0.1500197445239222,30.21647877542579
256,GaussianNB_BASE_LINE_VALUES,0,1,0,0,0,0,0,0,2018,1,76,1,1,5,1,0,0,0,0,0,0.46413040215618095,0.28366030199627656,0.8379653977994572,0.3689666369545519,0.6718819146004613,0.539022541028625,0.4121124747167435,0.9918390087444636,2017.1062289220058,0.8223244029254322,153.58371699806167,2.951689241419342,0.14968473902327828,3.432163298032034,0.17655211480624433,0.8107932984045575,0.0555017733518296,0.29921812832325145,0.779293712956907,0.7494237095890359,91.54494145931803
256,GaussianNB_BASE_LINE_VALUES,0,1,0,0,0,0,0,0,2018,1,76,1,1,5,1,0,0,0,0,0,0.5124506131675878,0.22217171006452796,0.4732463339171784,0.2080443761118782,0.533896770864962,0.11613524419718968,0.35420047041751257,0.40177253044650063,2006.9379905580925,0.5660944496060754,544.950566183825,4.180160937803603,0.3816218502802182,7.724029835662775,0.2355965524329786,0.9281792065711204,0.7417311793861686,0.4640282212397433,0.10300295964170625,0.2887449313336662,493.6367146741103
256,GaussianNB_BASE_LINE_VALUES,0,1,0,0,0,0,0,0,2018,1,76,1,1,5,1,0,0,0,0,0,0.7794088966942613,0.5240843916169174,0.8446163536396392,0.5514101054625264,0.8006416193806188,0.5160355076507714,0.2882868603259996,0.5279326163414343,2020.5686107110284,0.8464080939827261,350.76499624026894,2.233775556829219,0.8331045758050118,7.7441916799863675,0.8132461904468312,0.24608606623870188,0.6581535984807761,0.258285755385141,0.7870901082773496,0.5521830696956154,289.10486149383445
256,GaussianNB_BASE_LINE_VALUES,0,1,0,0,0,0,0,0,2018,1,76,1,1,5,1,0,0,0,0,0,0.6609993592244852,0.25487609305420356,0.48980382866601624,0.7715804733517347,0.6327213850109711,0.7811575145926596,0.3303750553151412,0.5964837648195764,2005.9274005735665,0.21826642080019365,305.2513780196705,3.227531598664041,0.6108815548531338,3.356059877102065,0.6664104797149479,0.6670781588023441,0.900499012011516,0.4700750390116082,0.3808786271250033,0.736829598898702,254.86349643607326
256,GaussianNB_BASE_LINE_VALUES,0,1,0,0,0,0,0,0,2018,1,76,1,1,5,1,0,0,0,0,0,0.45115002717668906,0.28567782248019324,0.23901929947847977,0.5779303620167642,0.6393365205803544,0.11014181510549892,0.10795247219132709,0.554087507975553,2018.2363970035574,0.08613493248932991,540.4976833064825,2.354290080050083,0.12678651061943058,2.6555378513531824,0.5740134866091702,0.5595574298665666,0.4018573835042626,0.8419166331773823,0.1726277135132771,0.6031603729633896,476.6189573240882
2639,GaussianNB_BASE_LINE_VALUES,0,0,0,1,0,0,0,0,2018,1,9,3,1,2,0,0,0,0,0,1,0.12198369683679422,0.7270064185872656,0.7906167973404384,0.546423369757728,0.5491423117008308,0.2083655148506668,0.047341855075775485,0.2938890320228069,2006.0469072072676,0.3337518068786113,80.12949101077366,1.3960245517748655,0.00840589696019245,5.849929493434191,0.03943585200108879,0.1962416857717144,0.14959638619636995,0.05556115147464635,0.43019811783527173,0.49710722279088715,94.7601792684716
2639,GaussianNB_BASE_LINE_VALUES,0,0,0,1,0,0,0,0,2018,1,9,3,1,2,0,0,0,0,0,1,0.32193426922421053,0.38213740853914635,0.33809701648275414,0.8501147702973989,0.6365804546710365,0.23889247335061536,0.07693999976715182,0.5539512270229867,2005.8663184768232,0.03159227079273619,277.0749689140686,2.6904559253782554,0.06720384328881124,8.131402028129951,0.21273298468649038,0.4068730556683595,0.4811327437080145,0.5423711060860771,0.02582279014038491,0.24757644557818836,293.6705747393873
