id,algorithm,stage,intervention,process,accuracy,recall,selection_rate,sensitivity,specificity,precision,num_positives,error_rate,error_rate_difference,error_rate_ratio,false_discovery_rate,false_discovery_rate_difference,false_discovery_rate_ratio,false_negative_rate,false_negative_rate_difference,false_negative_rate_ratio,false_omission_rate,false_omission_rate_difference,false_omission_rate_ratio,false_positive_rate,false_positive_rate_difference,false_positive_rate_ratio,generalized_entropy_index,generalized_false_negative_rate,generalized_false_positive_rate,generalized_true_negative_rate,generalized_true_positive_rate,negative_predictive_value,num_false_negatives,num_false_positives,num_generalized_false_negatives,num_generalized_false_positives,num_generalized_true_negatives,num_pred_negatives,num_pred_positives,num_true_negatives,num_true_positives,positive_predictive_value,average_abs_odds_difference,average_odds_difference,between_all_groups_coefficient_of_variation,between_all_groups_generalized_entropy_index,between_all_groups_theil_index,between_group_coefficient_of_variation,between_group_generalized_entropy_index,between_group_theil_index,coefficient_of_variation,differential_fairness_bias_amplification,disparate_impact,equal_opportunity_difference,equalized_odds_difference,average_predictive_value_difference,statistical_parity_difference,theil_index,true_negative_rate,true_positive_rate,true_positive_rate_difference,base_rate,consistency,num_negatives,mean_difference,smoothed_empirical_differential_fairness,f1_score,matthews_corrcoef,zero_one_loss,roc_auc_score,balanced_accuracy,fair_utility,log_likelihood,disparate_mistreatment,h_mean_fairness,h_mean_performance,h_mean_mixed,Total_real_time,Total_CPU_usage (%),Total_GPU_usage (%),Total_CPU_time (s),Total_GPU_time (s),Energy_consumption (Ws),CO2_emissions (gCO2e),equal_opportunity_difference_abs,equalized_odds_difference_abs,statistical_parity_difference_abs
72fcccb3-bc68-413e-b4b7-763feea0f001,GradientBoostingClassifier,PREPROCESSING,FOS,FOS,0.687736359,0.590747331,0.394921664,0.590747331,0.768849206,0.68125855,843,0.312263641,0.000842411,1.002702556,0.31874145,-0.072483292,0.806333705,0.409252669,-0.202591211,0.634421876,0.308035714,0.033196291,1.115063836,0.231150794,0.111085343,1.680397727,0.174816748,0.409252669,0.231150794,0.768849206,0.590747331,0.691964286,345,233,345,233,775,1120,731,775,498,0.68125855,0.156838277,0.156838277,0.037300903,0.000695679,0.000701703,0.037300903,0.000695679,0.000701703,0.591298145,0.264220025,1.697873341,0.202591211,0.202591211,0.052839791,0.188823325,0.248158516,0.768849206,0.590747331,0.202591211,0.455429498,[0.66245273],1008,0.114920925,0.263890235,0.632782719,0.366346338,0.312263641,0.679798269,0.679798269,0.57317988,-2723948.91,-0.091505867,0.923814626,0.634633481,0.772881921,21.47339749,32.9,0,278.0028928,0,1158.345387,0.100068171,,,
72fcccb3-bc68-413e-b4b7-763feea0f001,AdaBoostClassifier,PREPROCESSING,FOS,FOS,0.667206915,0.610913405,0.433819557,0.610913405,0.714285714,0.641344956,843,0.332793085,0.015197142,1.047081343,0.358655044,-0.07396574,0.821106117,0.389086595,-0.14340796,0.708322793,0.312977099,0.058236575,1.209256845,0.285714286,0.108534323,1.494714588,0.173584277,0.389086595,0.285714286,0.714285714,0.610913405,0.687022901,328,288,328,288,720,1048,803,720,515,0.641344956,0.125971142,0.125971142,0.021359276,0.000228109,0.000229221,0.021359276,0.000228109,0.000229221,0.589210111,0.129436397,1.483088282,0.14340796,0.14340796,0.066101157,0.15899108,0.242306698,0.714285714,0.610913405,0.14340796,0.455429498,[0.66245273],1008,0.114920925,0.263890235,0.625759417,0.326779647,0.332793085,0.662599559,0.662599559,0.579131137,-2377534.574,-0.034873637,0.952800532,0.633748786,0.783708944,,,,,,,,,,
72fcccb3-bc68-413e-b4b7-763feea0f001,GradientBoostingClassifier,PREPROCESSING,FAIR_SMOTE,FAIR_SMOTE,0.555375473,0.909845789,0.817936251,0.909845789,0.258928571,0.50660502,843,0.444624527,0.093708788,1.244727083,0.49339498,-0.012308686,0.975524925,0.090154211,-0.275891376,0.040377821,0.225519288,-0.09672619,0.596273292,0.741071429,0.490491651,2.111403048,0.084359303,0.090154211,0.741071429,0.258928571,0.909845789,0.774480712,76,747,76,747,261,337,1514,261,767,0.50660502,0.383191514,0.383191514,0.104609968,0.005471623,0.005614813,0.104609968,0.005471623,0.005614813,0.410753706,2.154967897,1.763359216,0.275891376,0.490491651,-0.042208752,0.41549932,0.101285171,0.258928571,0.909845789,0.275891376,0.455429498,[0.66245273],1008,0.114920925,0.263890235,0.650827323,0.217807403,0.444624527,0.58438718,0.58438718,0.360454972,-3909747.247,0.214600275,0.711535367,0.676257977,0.695975663,34.79375148,78.2,0,1091.75213,0,4548.967208,0.392980223,,,
72fcccb3-bc68-413e-b4b7-763feea0f001,AdaBoostClassifier,PREPROCESSING,FAIR_SMOTE,FAIR_SMOTE,0.55645597,0.889679715,0.798487304,0.889679715,0.277777778,0.50744249,843,0.44354403,0.168952036,1.508465174,0.49255751,0.059275934,1.133495382,0.110320285,-0.375849917,0.008747471,0.249329759,-0.027777778,0.888888889,0.722222222,0.685064935,3.256684492,0.090324482,0.110320285,0.722222222,0.277777778,0.889679715,0.750670241,93,728,93,728,280,373,1478,280,750,0.50744249,0.530457426,0.530457426,0.160167989,0.012826892,0.013374568,0.160167989,0.012826892,0.013374568,0.425028191,4.039480233,2.340798061,0.375849917,0.685064935,-0.043526856,0.568566266,0.111013347,0.277777778,0.889679715,0.375849917,0.455429498,[0.66245273],1008,0.114920925,0.263890235,0.646273158,0.207901205,0.44354403,0.583728747,0.583728747,0.274085498,-2603980.407,0.309215018,0.531738524,0.671378143,0.583775301,,,,,,,,,,
72fcccb3-bc68-413e-b4b7-763feea0f001,GradientBoostingClassifier,PREPROCESSING,UNAWARENESS,UNAWARENESS,0.686655862,0.589561091,0.394921664,0.589561091,0.767857143,0.679890561,843,0.313344138,8.05E-05,1.000256876,0.320109439,-0.071269982,0.809946714,0.410438909,-0.212582919,0.622074811,0.308928571,0.030698066,1.105510388,0.232142857,0.116883117,1.727272727,0.175428827,0.410438909,0.232142857,0.767857143,0.589561091,0.691071429,346,234,346,234,774,1120,731,774,497,0.679890561,0.164733018,0.164733018,0.040938945,0.000837999,0.000845995,0.040938945,0.000837999,0.000845995,0.592332385,0.287205633,1.737450682,0.212582919,0.212582919,0.050984024,0.196031194,0.248955695,0.767857143,0.589561091,0.212582919,0.455429498,[0.66245273],1008,0.114920925,0.263890235,0.631512071,0.364127147,0.313344138,0.678709117,0.678709117,0.566903316,-2728199.65,-0.095699802,0.917571093,0.633444386,0.769624301,24.2500453,10.8,0,262.4067418,0,1093.361424,0.094454279,,,
72fcccb3-bc68-413e-b4b7-763feea0f001,AdaBoostClassifier,PREPROCESSING,UNAWARENESS,UNAWARENESS,0.667206915,0.610913405,0.433819557,0.610913405,0.714285714,0.641344956,843,0.332793085,0.015197142,1.047081343,0.358655044,-0.07396574,0.821106117,0.389086595,-0.14340796,0.708322793,0.312977099,0.058236575,1.209256845,0.285714286,0.108534323,1.494714588,0.173584277,0.389086595,0.285714286,0.714285714,0.610913405,0.687022901,328,288,328,288,720,1048,803,720,515,0.641344956,0.125971142,0.125971142,0.021359276,0.000228109,0.000229221,0.021359276,0.000228109,0.000229221,0.589210111,0.129436397,1.483088282,0.14340796,0.14340796,0.066101157,0.15899108,0.242306698,0.714285714,0.610913405,0.14340796,0.455429498,[0.66245273],1008,0.114920925,0.263890235,0.625759417,0.326779647,0.332793085,0.662599559,0.662599559,0.579131137,-2377534.574,-0.034873637,0.952800532,0.633748786,0.783708944,49.69930625,10.5,0,522.1707505,0,2175.71146,0.187957296,,,
72fcccb3-bc68-413e-b4b7-763feea0f001,GradientBoostingClassifier,PREPROCESSING,UNAWARENESS,UNAWARENESS_FOS,0.686655862,0.589561091,0.394921664,0.589561091,0.767857143,0.679890561,843,0.313344138,8.05E-05,1.000256876,0.320109439,-0.071269982,0.809946714,0.410438909,-0.212582919,0.622074811,0.308928571,0.030698066,1.105510388,0.232142857,0.116883117,1.727272727,0.175428827,0.410438909,0.232142857,0.767857143,0.589561091,0.691071429,346,234,346,234,774,1120,731,774,497,0.679890561,0.164733018,0.164733018,0.040938945,0.000837999,0.000845995,0.040938945,0.000837999,0.000845995,0.592332385,0.287205633,1.737450682,0.212582919,0.212582919,0.050984024,0.196031194,0.248955695,0.767857143,0.589561091,0.212582919,0.455429498,[0.66245273],1008,0.114920925,0.263890235,0.631512071,0.364127147,0.313344138,0.678709117,0.678709117,0.566903316,-2727965.198,-0.095699802,0.917571093,0.633444386,0.769624301,24.20732069,10.3,0,249.8713302,0,1041.130542,0.089942111,,,
72fcccb3-bc68-413e-b4b7-763feea0f001,AdaBoostClassifier,PREPROCESSING,UNAWARENESS,UNAWARENESS_FOS,0.667206915,0.610913405,0.433819557,0.610913405,0.714285714,0.641344956,843,0.332793085,0.015197142,1.047081343,0.358655044,-0.07396574,0.821106117,0.389086595,-0.14340796,0.708322793,0.312977099,0.058236575,1.209256845,0.285714286,0.108534323,1.494714588,0.173584277,0.389086595,0.285714286,0.714285714,0.610913405,0.687022901,328,288,328,288,720,1048,803,720,515,0.641344956,0.125971142,0.125971142,0.021359276,0.000228109,0.000229221,0.021359276,0.000228109,0.000229221,0.589210111,0.129436397,1.483088282,0.14340796,0.14340796,0.066101157,0.15899108,0.242306698,0.714285714,0.610913405,0.14340796,0.455429498,[0.66245273],1008,0.114920925,0.263890235,0.625759417,0.326779647,0.332793085,0.662599559,0.662599559,0.579131137,-2377534.574,-0.034873637,0.952800532,0.633748786,0.783708944,49.55960488,10.5,0,520.8680513,0,2170.283547,0.187488384,,,
72fcccb3-bc68-413e-b4b7-763feea0f001,GradientBoostingClassifier,PREPROCESSING,UNAWARENESS,UNAWARENESS_FAIR_SMOTE,0.616423555,0.800711744,0.657482442,0.800711744,0.462301587,0.554642564,843,0.383576445,-0.001392769,0.996377656,0.445357436,-0.082952995,0.835492093,0.199288256,-0.10002073,0.63069269,0.264984227,0.057165935,1.245373781,0.537698413,0.136827458,1.301327886,0.118604621,0.199288256,0.537698413,0.462301587,0.800711744,0.735015773,168,542,168,542,466,634,1217,466,675,0.554642564,0.118424094,0.118424094,0.013930231,9.70E-05,9.73E-05,0.013930231,9.70E-05,9.73E-05,0.487041314,0.151722524,1.268973082,0.10002073,0.136827458,0.070059465,0.150233383,0.153664194,0.462301587,0.800711744,0.10002073,0.455429498,[0.66245273],1008,0.114920925,0.263890235,0.655339806,0.2760145,0.383576445,0.631506666,0.631506666,0.556721061,-3084075.527,0.036806729,0.94462466,0.682271584,0.810977193,23.50218678,10.4,0,244.9101458,0,1020.458941,0.088156314,,,
72fcccb3-bc68-413e-b4b7-763feea0f001,AdaBoostClassifier,PREPROCESSING,UNAWARENESS,UNAWARENESS_FAIR_SMOTE,0.646137223,0.71767497,0.552133982,0.71767497,0.586309524,0.591976517,843,0.353862777,0.018359103,1.053717376,0.408023483,-0.06885759,0.84957265,0.28232503,-0.106260365,0.703459447,0.287092883,0.068881879,1.278731325,0.413690476,0.134276438,1.404895105,0.143216773,0.28232503,0.413690476,0.586309524,0.71767497,0.712907117,238,417,238,417,591,829,1022,591,605,0.591976517,0.120268401,0.120268401,0.017782122,0.000158102,0.000158741,0.017782122,0.000158102,0.000158741,0.535194867,0.068977479,1.347259934,0.106260365,0.134276438,0.068869735,0.156047185,0.192461053,0.586309524,0.71767497,0.106260365,0.455429498,[0.66245273],1008,0.114920925,0.263890235,0.648793566,0.304433732,0.353862777,0.651992247,0.651992247,0.573578182,-2385103.881,0.028016073,0.952121418,0.66928885,0.806125219,48.53736401,10.6,0,514.8271897,0,2145.11329,0.185313954,,,
